Team,Number,Position,Age,Weight,Salary,HeightInInches,dummies_C,dummies_PF,dummies_PG,dummies_SF,dummies_SG
Charlotte Hornets,0.0,PF,28.0,245.0,6110034.0,85,False,True,False,False,False
Charlotte Hornets,25.0,C,31.0,289.0,13500000.0,82,True,False,False,False,False
Charlotte Hornets,44.0,C,23.0,240.0,2612520.0,84,True,False,False,False,False
Charlotte Hornets,14.0,SF,22.0,232.0,6331404.0,79,False,False,False,True,False
Charlotte Hornets,3.0,SG,24.0,185.0,3034356.0,77,False,False,False,False,True
Charlotte Hornets,1.0,SG,30.0,200.0,5675000.0,77,False,False,False,False,True
Charlotte Hornets,7.0,PG,27.0,200.0,2139000.0,75,False,False,True,False,False
Charlotte Hornets,15.0,PG,26.0,184.0,12000000.0,73,False,False,True,False,False
Charlotte Hornets,2.0,PF,29.0,237.0,7000000.0,81,False,True,False,False,False
Charlotte Hornets,40.0,C,23.0,240.0,4204200.0,84,True,False,False,False,False
Miami Heat,1.0,PF,32.0,235.0,22192730.0,83,False,True,False,False,False
Miami Heat,9.0,SF,31.0,220.0,10151612.0,81,False,False,False,True,False
Miami Heat,7.0,PG,30.0,190.0,14783000.0,75,False,False,True,False,False
Miami Heat,14.0,SF,30.0,205.0,947276.0,79,False,False,False,True,False
Miami Heat,40.0,PF,36.0,235.0,2854940.0,80,False,True,False,False,False
Miami Heat,2.0,SF,34.0,240.0,261894.0,79,False,False,False,True,False
Miami Heat,8.0,SG,24.0,186.0,845059.0,76,False,False,False,False,True
Miami Heat,4.0,PF,29.0,240.0,5543725.0,82,False,True,False,False,False
Miami Heat,0.0,SG,22.0,200.0,525093.0,78,False,False,False,False,True
Miami Heat,5.0,PF,33.0,245.0,947276.0,82,False,True,False,False,False
Miami Heat,3.0,SG,34.0,220.0,20000000.0,76,False,False,False,False,True
Miami Heat,12.0,PG,23.0,165.0,4842684.105381166,74,False,False,True,False,False
Miami Heat,21.0,C,26.0,265.0,981348.0,84,True,False,False,False,False
Miami Heat,20.0,SF,20.0,225.0,2481720.0,79,False,False,False,True,False
Miami Heat,11.0,SF,30.0,205.0,4842684.105381166,81,False,False,False,True,False
Orlando Magic,3.0,C,26.0,245.0,947276.0,84,True,False,False,False,False
Orlando Magic,10.0,SG,23.0,205.0,2288205.0,79,False,False,False,False,True
Orlando Magic,0.0,PF,20.0,220.0,4171680.0,81,False,True,False,False,False
Orlando Magic,23.0,SG,21.0,218.0,3741480.0,80,False,False,False,False,True
Orlando Magic,7.0,PF,29.0,235.0,7900000.0,82,False,True,False,False,False
Orlando Magic,55.0,PG,26.0,169.0,8344497.0,73,False,False,True,False,False
Orlando Magic,11.0,SF,23.0,200.0,845059.0,78,False,False,False,True,False
Orlando Magic,13.0,PG,24.0,175.0,1294440.0,73,False,False,True,False,False
Orlando Magic,44.0,PF,26.0,250.0,2380593.0,81,False,True,False,False,False
Orlando Magic,5.0,SG,24.0,210.0,5192520.0,76,False,False,False,False,True
Orlando Magic,4.0,PG,22.0,185.0,2505720.0,76,False,False,True,False,False
Orlando Magic,14.0,PF,30.0,240.0,4300000.0,84,False,True,False,False,False
Orlando Magic,9.0,C,25.0,260.0,11250000.0,84,True,False,False,False,False
Orlando Magic,32.0,PG,32.0,175.0,5000000.0,74,False,False,True,False,False
Washington Wizards,6.0,SG,33.0,220.0,4000000.0,78,False,False,False,False,True
Washington Wizards,3.0,SG,22.0,207.0,5694674.0,77,False,False,False,False,True
Washington Wizards,1.0,SF,30.0,225.0,4375000.0,79,False,False,False,True,False
Washington Wizards,8.0,SG,24.0,218.0,561716.0,79,False,False,False,False,True
Washington Wizards,90.0,PF,34.0,250.0,3300000.0,82,False,True,False,False,False
Washington Wizards,13.0,C,32.0,240.0,11217391.0,83,True,False,False,False,False
Washington Wizards,21.0,C,27.0,242.0,273038.0,81,True,False,False,False,False
Washington Wizards,42.0,C,33.0,250.0,13000000.0,83,True,False,False,False,False
Washington Wizards,5.0,PF,26.0,245.0,8000000.0,82,False,True,False,False,False
Washington Wizards,12.0,SF,20.0,205.0,1920240.0,79,False,False,False,True,False
Washington Wizards,22.0,SF,23.0,198.0,4662960.0,80,False,False,False,True,False
Washington Wizards,7.0,PG,30.0,190.0,2170465.0,75,False,False,True,False,False
Washington Wizards,17.0,SG,30.0,195.0,1100602.0,78,False,False,False,False,True
Washington Wizards,15.0,SF,29.0,205.0,200600.0,76,False,False,False,True,False
Washington Wizards,2.0,PG,25.0,195.0,15851950.0,76,False,False,True,False,False
Denver Nuggets,0.0,PF,28.0,235.0,2814000.0,81,False,True,False,False,False
Denver Nuggets,12.0,PG,28.0,183.0,3000000.0,72,False,False,True,False,False
Denver Nuggets,5.0,SF,25.0,175.0,3533333.0,78,False,False,False,True,False
Denver Nuggets,21.0,SF,29.0,225.0,10449438.0,80,False,False,False,True,False
Denver Nuggets,35.0,PF,26.0,228.0,11235955.0,80,False,True,False,False,False
Denver Nuggets,8.0,SF,27.0,225.0,14000000.0,82,False,False,False,True,False
Denver Nuggets,14.0,SG,21.0,210.0,1584480.0,76,False,False,False,False,True
Denver Nuggets,15.0,C,21.0,250.0,1300000.0,82,True,False,False,False,False
Denver Nuggets,77.0,C,24.0,220.0,1709719.0,83,True,False,False,False,False
Denver Nuggets,3.0,SG,36.0,218.0,947276.0,80,False,False,False,False,True
Denver Nuggets,0.0,PG,20.0,200.0,3102240.0,77,False,False,True,False,False
Denver Nuggets,1.0,PG,34.0,190.0,4345000.0,72,False,False,True,False,False
Denver Nuggets,23.0,C,21.0,280.0,1842000.0,84,True,False,False,False,False
Denver Nuggets,9.0,SG,23.0,214.0,258489.0,81,False,False,False,False,True
Denver Nuggets,6.0,SG,23.0,210.0,4842684.105381166,79,False,False,False,False,True
Minnesota Timberwolves,88.0,PF,28.0,240.0,3950001.0,82,False,True,False,False,False
Minnesota Timberwolves,5.0,C,26.0,241.0,1474440.0,83,True,False,False,False,False
Minnesota Timberwolves,21.0,PF,40.0,240.0,8500000.0,83,False,True,False,False,False
Minnesota Timberwolves,1.0,PG,20.0,195.0,1282080.0,74,False,False,True,False,False
Minnesota Timberwolves,8.0,PG,21.0,189.0,2148360.0,77,False,False,True,False,False
Minnesota Timberwolves,15.0,SF,23.0,223.0,2056920.0,78,False,False,False,True,False
Minnesota Timberwolves,33.0,PF,25.0,237.0,1938840.0,82,False,True,False,False,False
Minnesota Timberwolves,14.0,C,30.0,307.0,12100000.0,83,True,False,False,False,False
Minnesota Timberwolves,12.0,SF,36.0,212.0,947276.0,81,False,False,False,True,False
Minnesota Timberwolves,9.0,PG,25.0,194.0,12700000.0,76,False,False,True,False,False
Minnesota Timberwolves,10.0,SF,29.0,230.0,1149500.0,81,False,False,False,True,False
Minnesota Timberwolves,4.0,PF,25.0,250.0,4842684.105381166,82,False,True,False,False,False
Minnesota Timberwolves,32.0,C,20.0,244.0,5703600.0,84,True,False,False,False,False
Minnesota Timberwolves,22.0,SG,21.0,199.0,5758680.0,80,False,False,False,False,True
Oklahoma City Thunder,12.0,C,22.0,255.0,2279040.0,84,True,False,False,False,False
Oklahoma City Thunder,4.0,PF,35.0,255.0,3750000.0,82,False,True,False,False,False
Oklahoma City Thunder,35.0,SF,27.0,240.0,20158622.0,81,False,False,False,True,False
Oklahoma City Thunder,6.0,SG,32.0,213.0,3135000.0,76,False,False,False,False,True
Oklahoma City Thunder,34.0,SF,24.0,230.0,1140240.0,79,False,False,False,True,False
Oklahoma City Thunder,9.0,PF,26.0,245.0,12250000.0,82,False,True,False,False,False
Oklahoma City Thunder,11.0,C,24.0,245.0,16407500.0,83,True,False,False,False,False
Oklahoma City Thunder,33.0,PF,24.0,255.0,1463040.0,82,False,True,False,False,False
Oklahoma City Thunder,13.0,C,38.0,250.0,222888.0,82,True,False,False,False,False
Oklahoma City Thunder,2.0,SG,30.0,210.0,3344000.0,77,False,False,False,False,True
Oklahoma City Thunder,22.0,PG,21.0,185.0,2021520.0,75,False,False,True,False,False
Oklahoma City Thunder,21.0,SG,24.0,210.0,1210800.0,79,False,False,False,False,True
Oklahoma City Thunder,5.0,SF,28.0,228.0,4500000.0,80,False,False,False,True,False
Oklahoma City Thunder,3.0,SG,24.0,220.0,5138430.0,76,False,False,False,False,True
Oklahoma City Thunder,0.0,PG,27.0,200.0,16744218.0,75,False,False,True,False,False
Portland Trail Blazers,34.0,PF,20.0,240.0,525093.0,80,False,True,False,False,False
Portland Trail Blazers,8.0,SF,25.0,215.0,8042895.0,81,False,False,False,True,False
Portland Trail Blazers,5.0,SG,23.0,206.0,625093.0,77,False,False,False,False,True
Portland Trail Blazers,23.0,SG,24.0,210.0,947276.0,78,False,False,False,False,True
Portland Trail Blazers,17.0,C,27.0,240.0,6980802.0,82,True,False,False,False,False
Portland Trail Blazers,4.0,SF,23.0,215.0,2894059.0,81,False,False,False,True,False
Portland Trail Blazers,9.0,SG,28.0,215.0,6000000.0,77,False,False,False,False,True
Portland Trail Blazers,35.0,C,34.0,265.0,5016000.0,84,True,False,False,False,False
Portland Trail Blazers,11.0,PF,24.0,245.0,3075880.0,85,False,True,False,False,False
Portland Trail Blazers,0.0,PG,25.0,195.0,4236287.0,75,False,False,True,False,False
Portland Trail Blazers,3.0,SG,24.0,200.0,2525160.0,76,False,False,False,False,True
Portland Trail Blazers,44.0,SG,23.0,185.0,525093.0,79,False,False,False,False,True
Portland Trail Blazers,24.0,C,26.0,235.0,1415520.0,83,True,False,False,False,False
Portland Trail Blazers,2.0,PG,30.0,173.0,2854940.0,73,False,False,True,False,False
Portland Trail Blazers,21.0,PF,20.0,240.0,2637720.0,81,False,True,False,False,False
Utah Jazz,33.0,PF,28.0,228.0,4775000.0,80,False,True,False,False,False
Utah Jazz,3.0,PG,23.0,191.0,2658240.0,73,False,False,True,False,False
Utah Jazz,10.0,SG,24.0,214.0,9463484.0,78,False,False,False,False,True
Utah Jazz,11.0,PG,20.0,190.0,3777720.0,78,False,False,True,False,False
Utah Jazz,15.0,PF,24.0,265.0,12000000.0,82,False,True,False,False,False
Utah Jazz,27.0,C,23.0,245.0,1175880.0,85,True,False,False,False,False
Utah Jazz,20.0,SF,26.0,226.0,15409570.0,80,False,False,False,True,False
Utah Jazz,5.0,SG,23.0,206.0,1348440.0,80,False,False,False,False,True
Utah Jazz,2.0,SF,28.0,226.0,2050000.0,80,False,False,False,True,False
Utah Jazz,23.0,SF,26.0,206.0,981348.0,78,False,False,False,True,False
Utah Jazz,41.0,PF,20.0,234.0,2239800.0,82,False,True,False,False,False
Utah Jazz,8.0,PG,26.0,203.0,2433333.0,75,False,False,True,False,False
Utah Jazz,25.0,PG,24.0,179.0,900000.0,73,False,False,True,False,False
Utah Jazz,21.0,C,26.0,256.0,2900000.0,87,True,False,False,False,False
Utah Jazz,24.0,C,26.0,231.0,947276.0,84,True,False,False,False,False
